MolFrac_1,T
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.13,308.15
0.23,308.15
0.33,308.15
0.43,308.15
0.53,308.15
0.63,308.15
0.73,308.15
0.83,308.15
0.93,308.15
0.1,298.0
0.2,298.0
0.3,298.0
0.4,298.0
0.5,298.0
0.6,298.0
0.7,298.0
0.8,298.0
0.9,298.0
0.03,298.15
0.13,298.15
0.23,298.15
0.33,298.15
0.43,298.15
0.53,298.15
0.63,298.15
0.73,298.15
0.83,298.15
0.93,298.15
0.14,298.15
0.24,298.15
0.34,298.15
0.44,298.15
0.54,298.15
0.64,298.15
0.74,298.15
0.84,298.15
0.94,298.15
0.03385,298.15
0.14,298.15
0.24,298.15
0.34,298.15
0.44,298.15
0.54,298.15
0.64,298.15
0.74,298.15
0.84,298.15
0.94,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.2375,294.65
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,305.9166666666667
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.17,298.15
0.27,298.15
0.37,298.15
0.47,298.15
0.57,298.15
0.67,298.15
0.77,298.15
0.87,298.15
0.0,313.15
0.1,313.15
0.2,313.15
0.23,298.15
0.25,323.15
0.3,313.15
0.33,298.15
0.4,313.15
0.43,298.15
0.5,313.15
0.53,298.15
0.6,313.15
0.63,298.15
0.7,313.15
0.73,298.15
0.8,313.15
0.83,298.15
0.9,313.15
0.93,298.15
1.0,313.15
0.1,305.65
0.2,305.65
0.3,305.65
0.4,305.65
0.5,305.65
0.6,305.65
0.7,305.65
0.8,305.65
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
0.0,305.65
0.1,305.65
0.2,305.65
0.3,305.65
0.4,305.65
0.5,305.65
0.6,305.65
0.7,305.65
0.8,305.65
0.9,305.65
1.0,305.65
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
0.0,309.81666666666666
0.1,309.81666666666666
0.2,309.81666666666666
0.3,309.81666666666666
0.4,309.81666666666666
0.5,309.81666666666666
0.6,309.81666666666666
0.7,309.81666666666666
0.8,309.81666666666666
0.9,309.81666666666666
1.0,309.81666666666666
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
0.13,298.15
0.23,298.15
0.33,298.15
0.43,298.15
0.53,298.15
0.63,298.15
0.73,298.15
0.83,298.15
0.93,298.15
0.14,298.15
0.24,298.15
0.34,298.15
0.44,298.15
0.54,298.15
0.64,298.15
0.74,298.15
0.84,298.15
0.94,298.15
0.0,309.15
0.1,309.15
0.2,309.15
0.25,298.28
0.3,309.15
0.4,309.15
0.5,306.03000000000003
0.6,309.15
0.7,309.15
0.75,298.3
0.8,309.15
0.9,309.15
1.0,309.15
0.15,298.15
0.25,298.15
0.29,303.15
0.35,298.15
0.39,303.15
0.45,298.15
0.49,303.15
0.55,298.15
0.59,303.15
0.65,298.15
0.69,303.15
0.75,298.15
0.79,303.15
0.85,298.15
0.0,301.9
0.1,301.9
0.2,301.9
0.3,301.9
0.4,301.9
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.23,298.0
0.33,298.0
0.43,298.0
0.53,298.0
0.63,298.0
0.73,298.0
0.83,298.0
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,318.15
0.1,318.15
0.2,318.15
0.3,318.15
0.4,318.15
0.5,318.15
0.6,318.15
0.7,318.15
0.8,318.15
0.9,318.15
1.0,318.15
0.0,306.8875
0.1,306.8875
0.2,306.8875
0.3,306.8875
0.4,306.8875
0.5,306.8875
0.6,306.8875
0.7,306.8875
0.8,306.8875
0.9,306.8875
1.0,306.8875
1.0,298.0
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,305.65000000000003
0.1,305.65000000000003
0.2,305.65000000000003
0.3,305.65000000000003
0.4,305.65000000000003
0.5,305.65000000000003
0.6,305.65000000000003
0.7,305.65000000000003
0.8,305.65000000000003
0.9,305.65000000000003
1.0,305.65000000000003
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
1.0,298.0
1.0,298.0
1.0,298.0
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.07,308.4
0.17,308.4
0.21,298.15
0.27,308.4
0.31,298.15
0.37,308.4
0.41,298.15
0.47,308.4
0.51,298.15
0.57,308.4
0.61,298.15
0.67,308.4
0.71,298.15
0.77,308.4
0.81,298.15
0.87,308.4
0.91,298.15
0.97,308.4
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
1.0,298.0
1.0,298.0
1.0,298.0
1.0,298.0
1.0,298.0
1.0,298.0
1.0,298.0
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.22,308.15
0.32,308.15
0.42,308.15
0.52,308.15
0.62,308.15
0.72,308.15
0.82,308.15
0.92,308.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.18333333333334
0.53,323.15
0.6,298.15
0.63,323.15
0.7,298.15
0.73,323.15
0.8,298.15
0.9,298.15
1.0,298.15
0.06,298.15
0.16,298.15
0.26,298.15
0.36,298.15
0.46,298.15
0.56,298.15
0.66,298.15
0.76,298.15
0.86,298.15
0.96,298.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.04,318.15
0.14,318.15
0.18,298.15
0.19,308.15
0.24,318.15
0.28,298.15
0.29,308.15
0.34,318.15
0.38,298.15
0.39,308.15
0.44,318.15
0.48,298.15
0.49,308.15
0.54,318.15
0.58,298.15
0.59,308.15
0.64,318.15
0.68,298.15
0.69,308.15
0.74,318.15
0.78,298.15
0.79,308.15
0.84,318.15
0.88,298.15
0.89,308.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.08,303.15
0.16,318.15
0.18,303.15
0.26,318.15
0.28,303.15
0.36,318.15
0.38,303.15
0.46,318.15
0.48,303.15
0.56,318.15
0.58,303.15
0.66,318.15
0.68,303.15
0.76,318.15
0.78,303.15
0.86,318.15
0.88,303.15
0.04,318.15
0.14,318.15
0.16,303.15
0.24,318.15
0.26,303.15
0.34,318.15
0.36,303.15
0.44,318.15
0.46,303.15
0.54,318.15
0.56,303.15
0.64,318.15
0.66,303.15
0.74,318.15
0.76,303.15
0.84,318.15
0.86,303.15
0.04,298.15
0.07,318.15
0.14,298.15
0.15,308.15
0.17,318.15
0.24,298.15
0.25,308.15
0.27,318.15
0.34,298.15
0.35,308.15
0.37,318.15
0.44,298.15
0.45,308.15
0.47,318.15
0.54,298.15
0.55,308.15
0.57,318.15
0.64,298.15
0.65,308.15
0.67,318.15
0.74,298.15
0.75,308.15
0.77,318.15
0.84,298.15
0.85,308.15
0.87,318.15
0.0,301.9
0.1,301.9
0.2,301.9
0.3,301.9
0.4,301.9
0.5,301.9
0.6,301.9
0.7,301.9
0.8,301.9
0.9,301.9
1.0,301.9
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,310.5
0.1,310.5
0.2,310.5
0.3,310.5
0.4,310.5
0.5,310.5
0.6,310.5
0.7,310.5
0.8,310.5
0.9,310.5
1.0,310.5
1.0,298.0
1.0,298.0
1.0,298.0
1.0,298.0
0.0,310.65000000000003
0.1,310.65000000000003
0.2,310.65000000000003
0.3,310.65000000000003
0.4,310.65000000000003
0.5,310.65000000000003
0.6,310.65000000000003
0.7,310.65000000000003
0.8,310.65000000000003
0.9,310.65000000000003
1.0,310.65000000000003
0.0,313.15
0.0,313.15
0.0,313.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.05,303.4
0.15,303.4
0.16,303.55
0.25,303.4
0.26,303.55
0.35,303.4
0.36,303.55
0.45,303.4
0.46,303.55
0.55,303.4
0.56,303.55
0.65,303.4
0.66,303.55
0.75,303.4
0.76,303.55
0.85,303.4
0.86,303.55
0.95,303.4
0.96,303.55
1.0,298.0
1.0,298.0
1.0,298.0
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.05,305.7
0.1,303.55
0.15,305.7
0.2,303.55
0.25,305.7
0.3,303.55
0.35,305.7
0.4,303.55
0.45,305.7
0.5,303.55
0.55,305.7
0.6,303.55
0.65,305.7
0.7,303.55
0.75,305.7
0.8,303.55
0.85,305.7
0.9,303.55
0.95,305.7
1.0,303.55
0.05,308.15
0.15,308.15
0.25,308.15
0.35,308.15
0.45,308.15
0.55,308.15
0.65,308.15
0.75,308.15
0.85,308.15
0.0,305.65000000000003
0.1,305.65000000000003
0.2,305.65000000000003
0.3,305.65000000000003
0.4,305.65000000000003
0.5,305.65000000000003
0.6,305.65000000000003
0.7,305.65000000000003
0.8,305.65000000000003
0.9,305.65000000000003
1.0,305.65000000000003
0.0,305.65000000000003
0.1,305.65000000000003
0.2,305.65000000000003
0.3,305.65000000000003
0.4,305.65000000000003
0.5,305.65000000000003
0.6,305.65000000000003
0.7,305.65000000000003
0.8,305.65000000000003
0.9,305.65000000000003
1.0,305.65000000000003
0.0,305.65000000000003
0.1,305.65000000000003
0.2,305.65000000000003
0.3,305.65000000000003
0.4,305.65000000000003
0.5,305.65000000000003
0.6,305.65000000000003
0.7,305.65000000000003
0.8,305.65000000000003
0.9,305.65000000000003
1.0,305.65000000000003
1.0,298.0
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.05,305.0833333333333
0.15,305.0833333333333
0.25,305.0833333333333
0.35,305.0833333333333
0.45,305.0833333333333
0.55,305.0833333333333
0.65,305.0833333333333
0.75,305.0833333333333
0.85,305.0833333333333
0.95,305.0833333333333
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,310.65000000000003
0.1,310.65000000000003
0.2,310.65000000000003
0.3,310.65000000000003
0.4,310.65000000000003
0.5,310.65000000000003
0.6,310.65000000000003
0.7,310.65000000000003
0.8,310.65000000000003
0.9,310.65000000000003
1.0,310.65000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
1.0,298.0
1.0,298.0
1.0,298.0
1.0,298.0
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.4,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,303.15
0.1,303.15
0.2,303.15
0.2499,311.5775
0.25,308.956
0.3,303.15
0.35,298.47
0.4,303.15
0.45,298.47
0.4998,309.71000000000004
0.5,307.086
0.55,298.47
0.6,303.15
0.65,298.47
0.7,303.15
0.7481,305.845
0.8,303.15
0.9,303.15
1.0,306.2416666666666
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,310.65000000000003
0.1,310.65000000000003
0.2,310.65000000000003
0.3,310.65000000000003
0.4,310.65000000000003
0.5,310.65000000000003
0.6,310.65000000000003
0.7,310.65000000000003
0.8,310.65000000000003
0.9,310.65000000000003
1.0,310.65000000000003
0.11,298.0
0.21,298.0
0.31,298.0
0.41,298.0
0.51,298.0
0.61,298.0
0.71,298.0
0.81,298.0
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.04,298.15
0.06,308.15
0.12,318.15
0.14,298.15
0.16,308.15
0.22,318.15
0.24,298.15
0.26,308.15
0.32,318.15
0.34,298.15
0.36,308.15
0.42,318.15
0.44,298.15
0.46,308.15
0.52,318.15
0.54,298.15
0.56,308.15
0.62,318.15
0.64,298.15
0.66,308.15
0.72,318.15
0.74,298.15
0.76,308.15
0.82,318.15
0.84,298.15
0.86,308.15
0.92,318.15
0.03,308.15
0.05,308.15
0.13,308.15
0.15,308.15
0.23,308.15
0.25,308.15
0.33,308.15
0.35,308.15
0.43,308.15
0.45,308.15
0.53,308.15
0.55,308.15
0.63,308.15
0.65,308.15
0.73,308.15
0.75,308.15
0.83,308.15
0.85,308.15
0.93,308.15
0.03,308.15
0.05,308.15
0.13,308.15
0.15,308.15
0.23,308.15
0.25,308.15
0.33,308.15
0.35,308.15
0.43,308.15
0.45,308.15
0.53,308.15
0.55,308.15
0.63,308.15
0.65,308.15
0.73,308.15
0.75,308.15
0.83,308.15
0.85,308.15
0.04,313.15
0.14,313.15
0.18,298.15
0.24,313.15
0.28,298.15
0.34,313.15
0.38,298.15
0.44,313.15
0.48,298.15
0.54,313.15
0.58,298.15
0.64,313.15
0.68,298.15
0.74,313.15
0.78,298.15
0.84,313.15
0.88,298.15
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.4,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.2502,309.99
0.3,298.15
0.4,298.15
0.5,305.404
0.5002,307.21750000000003
0.6,298.15
0.7,298.15
0.7496,301.30499999999995
0.8,298.15
0.9,298.15
1.0,298.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
1.0,298.0
1.0,298.0
1.0,298.0
0.0,308.1066666666667
0.1,308.1066666666667
0.2,308.1066666666667
0.3,308.1066666666667
0.4,308.1066666666667
0.5,308.1066666666667
0.6,308.1066666666667
0.7,308.1066666666667
0.8,308.1066666666667
0.9,308.1066666666667
1.0,308.1066666666667
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,308.15000000000003
0.1,308.15000000000003
0.2,308.15000000000003
0.3,308.15000000000003
0.4,308.15000000000003
0.5,308.15000000000003
0.6,308.15000000000003
0.7,308.15000000000003
0.8,308.15000000000003
0.9,308.15000000000003
1.0,308.15000000000003
0.0,313.15
0.1,313.15
0.2,313.15
0.3,313.15
0.4,313.15
0.5,313.15
0.6,313.15
0.7,313.15
0.8,313.15
0.9,313.15
1.0,313.15
0.2565,308.2
0.076,313.2
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
1.0,298.0
0.0,310.0
0.1,310.0
0.2,310.0
0.3,310.0
0.4,310.0
0.5,310.0
0.6,310.0
0.7,310.0
0.8,310.0
0.9,310.0
1.0,310.0
0.0,305.65
0.1,305.65
0.2,305.65
0.3,305.65
0.4,305.65
0.5,305.65
0.6,305.65
0.7,305.65
0.8,305.65
0.9,305.65
1.0,305.65
0.06,298.15
0.16,298.15
0.26,298.15
0.36,298.15
0.46,298.15
0.56,298.15
0.66,298.15
0.76,298.15
0.86,298.15
0.0,313.15
0.1,313.15
0.11,318.15
0.2,313.15
0.21,318.15
0.3,313.15
0.31,318.15
0.4,313.15
0.41,318.15
0.5,313.15
0.51,318.15
0.6,313.15
0.61,318.15
0.7,313.15
0.71,318.15
0.8,313.15
0.81,318.15
0.9,313.15
1.0,313.15
0.0,305.65
0.1,305.65
0.2,305.65
0.3,305.65
0.4,305.65
0.5,305.65
0.6,305.65
0.7,305.65
0.8,305.65
0.9,305.65
1.0,305.65
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.25,300.65
0.35,300.65
0.45,300.65
0.55,300.65
0.65,300.65
0.75,300.65
0.85,300.65
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
1.0,298.0
1.0,298.0
1.0,298.0
0.0,313.15
0.1,313.15
0.12,318.15
0.2,313.15
0.22,318.15
0.3,313.15
0.32,318.15
0.4,313.15
0.42,318.15
0.5,313.15
0.52,318.15
0.6,313.15
0.62,318.15
0.7,313.15
0.72,318.15
0.8,313.15
0.82,318.15
0.9,313.15
1.0,313.15
0.0,305.65
0.1,305.65
0.11,318.15
0.2,305.65
0.21,318.15
0.3,305.65
0.31,318.15
0.4,305.65
0.41,318.15
0.5,305.65
0.51,318.15
0.6,305.65
0.61,318.15
0.7,305.65
0.71,318.15
0.8,305.65
0.81,318.15
0.9,305.65
1.0,305.65
1.0,298.0
1.0,298.0
0.0,308.15
0.1,308.15
0.2,308.15
0.3,308.15
0.4,308.15
0.5,308.15
0.6,308.15
0.7,308.15
0.8,308.15
0.9,308.15
1.0,308.15
0.0,303.15
0.1,303.15
0.2,303.15
0.3,303.15
0.4,303.15
0.5,303.15
0.6,303.15
0.7,303.15
0.8,303.15
0.9,303.15
1.0,303.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,298.15
0.1,298.15
0.2,298.15
0.3,298.15
0.4,298.15
0.5,298.15
0.6,298.15
0.7,298.15
0.8,298.15
0.9,298.15
1.0,298.15
0.0,313.15
0.1,313.15
0.13,318.15
0.2,313.15
0.23,318.15
0.3,313.15
0.33,318.15
0.4,313.15
0.43,318.15
0.5,313.15
0.53,318.15
0.6,313.15
0.63,318.15
0.7,313.15
0.73,318.15
0.8,313.15
0.83,318.15
0.9,313.15
1.0,313.15
0.0,305.65
0.1,305.65
0.12,318.15
0.2,305.65
0.22,318.15
0.3,305.65
0.32,318.15
0.4,305.65
0.42,318.15
0.5,305.65
0.52,318.15
0.6,305.65
0.62,318.15
0.7,305.65
0.72,318.15
0.8,305.65
0.82,318.15
0.9,305.65
1.0,305.65
0.0,303.15
0.1,303.15
0.11,318.15
0.2,303.15
0.21,318.15
0.3,303.15
0.31,318.15
0.4,303.15
0.41,318.15
0.5,303.15
0.51,318.15
0.6,303.15
0.61,318.15
0.7,303.15
0.71,318.15
0.8,303.15
0.81,318.15
0.9,303.15
1.0,303.15
0.0,305.65
0.1,305.65
0.2,305.65
0.3,305.65
0.4,305.65
0.5,305.65
0.6,305.65
0.7,305.65
0.8,305.65
0.9,305.65
1.0,305.65
0.0,305.65
0.1,305.65
0.2,305.65
0.3,305.65
0.4,305.65
0.5,305.65
0.6,305.65
0.7,305.65
0.8,305.65
0.9,305.65
1.0,305.65
0.0,305.65
0.1,305.65
0.2,305.65
0.3,305.65
